from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Detroit Metro Wayne Co,Detroit,United States,-82.923,42.354,US Airways,United States,714
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Frankfurt Main,Frankfurt,Germany,8.905,50.044,US Airways,United States,6286
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Indianapolis Intl,Indianapolis,United States,-85.824,40.195,US Airways,United States,939
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Heathrow,London,United Kingdom,-0.103,51.795,US Airways,United States,5627
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Miami Intl,Miami,United States,-79.818,26.322,US Airways,United States,1639
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Palm Beach Intl,West Palm Beach,United States,-79.493,27.138,US Airways,United States,1543
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Raleigh Durham Intl,Raleigh-durham,United States,-78.646,36.462,US Airways,United States,559
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,University Park Airport,State College Pennsylvania,United States,-77.748,41.415,US Airways,United States,274
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Cyril E King,St. Thomas,Virgin Islands,-64.956,18.562,US Airways,United States,2607
Philadelphia Intl,Philadelphia,United States,-74.736,40.453,Halifax Intl,Halifax,Canada,-63.182,45.468,US Airways,United States,1091
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,US Airways,United States,2513
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,Port Columbus Intl,Columbus,United States,-82.82,40.663,US Airways,United States,2629
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,El Paso Intl,El Paso,United States,-105.963,32.345,US Airways,United States,525
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,General Jose Maria Yanez Intl,Guaymas,Mexico,-110.876,28.614,US Airways,United States,569
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,US Airways,United States,620
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,Minneapolis St Paul Intl,Minneapolis,United States,-92.703,45.469,US Airways,United States,2054
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,3308
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,San Luis County Regional Airport,San Luis Obispo,United States,-120.404,35.394,US Airways,United States,849
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,John Wayne Arpt Orange Co,Santa Ana,United States,-117.781,34.126,US Airways,United States,594
Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,Ixtapa Zihuatanejo Intl,Zihuatanejo,Mexico,-101.101,18.002,US Airways,United States,2023
Pittsburgh Intl,Pittsburgh (pennsylva),United States,-79.722,40.819,Washington Dulles Intl,Washington,United States,-77.094,39.574,US Airways,United States,262
Pittsburgh Intl,Pittsburgh (pennsylva),United States,-79.722,40.819,Lambert St Louis Intl,St. Louis,United States,-89.951,39.247,US Airways,United States,887
Punta Cana Intl,Punta Cana,Dominican Republic,-67.94,18.945,General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,US Airways,United States,2640
Pudong,Shanghai,China,122.342,31.238,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,11241
Raleigh Durham Intl,Raleigh-durham,United States,-78.646,36.462,Ronald Reagan Washington Natl,Washington,United States,-76.397,39.42,US Airways,United States,383
Richmond Intl,Richmond,United States,-76.867,37.841,La Guardia,New York,United States,-73.788,41.295,US Airways,United States,465
Roanoke Regional,Roanoke VA,United States,-79.96,37.542,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,555
Greater Rochester Intl,Rochester,United States,-77.454,43.198,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,379
El Salvador Intl,San Salvador,El Salvador,-88.427,13.734,Washington Dulles Intl,Washington,United States,-77.094,39.574,US Airways,United States,3079
San Diego Intl,San Diego,United States,-116.65,33.222,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,3274
La Mesa Intl,San Pedro Sula,Honduras,-87.873,15.754,Miami Intl,Miami,United States,-79.818,26.322,US Airways,United States,1441
Savannah Hilton Head Intl,Savannah,United States,-80.671,32.212,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,350
Salisbury Ocean City Wicomico Rgnl,Salisbury,United States,-75.184,38.567,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,213
Seattle Tacoma Intl,Seattle,United States,-121.849,47.748,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,3623
Seattle Tacoma Intl,Seattle,United States,-121.849,47.748,Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,US Airways,United States,1788
San Francisco Intl,San Francisco,United States,-121.959,38.031,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,3642
San Francisco Intl,San Francisco,United States,-121.959,38.031,Washington Dulles Intl,Washington,United States,-77.094,39.574,US Airways,United States,3850
San Francisco Intl,San Francisco,United States,-121.959,38.031,Lihue,Lihue,United States,-158.899,22.626,US Airways,United States,3903
San Francisco Intl,San Francisco,United States,-121.959,38.031,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,2916
San Francisco Intl,San Francisco,United States,-121.959,38.031,Reno Tahoe Intl,Reno,United States,-119.614,39.831,US Airways,United States,284
San Francisco Intl,San Francisco,United States,-121.959,38.031,Taoyuan Intl,Taipei,Taiwan,121.388,25.129,US Airways,United States,10378
Changi Intl,Singapore,Singapore,104.657,1.583,Narita Intl,Tokyo,Japan,140.643,36.274,US Airways,United States,5343
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,US Airways,United States,2573
Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,-62.532,17.518,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,2688
Sacramento Intl,Sacramento,United States,-121.318,39.159,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,2821
Lambert St Louis Intl,St. Louis,United States,-89.951,39.247,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,908
Cyril E King,St. Thomas,Virgin Islands,-64.956,18.562,Philadelphia Intl,Philadelphia,United States,-74.736,40.453,US Airways,United States,2607
Syracuse Hancock Intl,Syracuse,United States,-75.511,43.185,General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,US Airways,United States,425
Tallahassee Rgnl,Tallahassee,United States,-83.918,30.66,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,592
Taoyuan Intl,Taipei,Taiwan,121.388,25.129,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,US Airways,United States,10892
Cherry Capital Airport,Traverse City,United States,-85.304,45.235,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,US Airways,United States,353
NW Arkansas Regional,Bentonville,United States,-93.845,36.469,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,1170
Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Charlotte Douglas Intl,Charlotte,United States,-80.906,35.356,US Airways,United States,1313
Ixtapa Zihuatanejo Intl,Zihuatanejo,Mexico,-101.101,18.002,Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,US Airways,United States,2023
Charles De Gaulle,Paris,France,2.916,49.021,St Denis Gillot,St.-denis,Reunion,55.85,-20.812,Air Austral,France,9361
Prince Said Ibrahim,Moroni,Comoros,43.453,-11.223,St Denis Gillot,St.-denis,Reunion,55.85,-20.812,Air Austral,France,1699
Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius,58.139,-20.051,St Pierre Pierrefonds,St.-pierre,Reunion,55.705,-20.867,Air Austral,France,269
St Denis Gillot,St.-denis,Reunion,55.85,-20.812,Dzaoudzi Pamandzi,Dzaoudzi,Mayotte,45.468,-12.675,Air Austral,France,1427
St Denis Gillot,St.-denis,Reunion,55.85,-20.812,Sydney Intl,Sydney,Australia,151.295,-33.911,Air Austral,France,9211
Ivato,Antananarivo,Madagascar,47.798,-18.662,Dzaoudzi Pamandzi,Dzaoudzi,Mayotte,45.468,-12.675,Air Austral,France,710
Malaga,Malaga,Spain,-4.166,37.124,Barcelona,Barcelona,Spain,2.13,41.495,Air Europa,Spain,727
Alicante,Alicante,Spain,-0.264,38.47,Orly,Paris,France,2.599,49.208,Air Europa,Spain,1215
Barcelona,Barcelona,Spain,2.13,41.495,Merignac,Bordeaux,France,-0.526,45.38,Air Europa,Spain,482
Barcelona,Barcelona,Spain,2.13,41.495,Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,Air Europa,Spain,9406
Barcelona,Barcelona,Spain,2.13,41.495,Vigo,Vigo,Spain,-8.378,42.386,Air Europa,Spain,874
Bilbao,Bilbao,Spain,-2.852,43.501,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Air Europa,Spain,2094
Charles De Gaulle,Paris,France,2.916,49.021,Valencia,Valencia,Spain,-0.137,39.815,Air Europa,Spain,1051
Jose Marti Intl,Havana,Cuba,-82.016,23.648,Barajas,Madrid,Spain,-3.278,40.822,Air Europa,Spain,7402
Lisboa,Lisbon,Portugal,-8.56,39.302,Barajas,Madrid,Spain,-3.278,40.822,Air Europa,Spain,480
Barajas,Madrid,Spain,-3.278,40.822,Lanzarote,Las Palmas,Spain,-13.343,29.575,Air Europa,Spain,1546
Barajas,Madrid,Spain,-3.278,40.822,Ministro Pistarini,Buenos Aires,Argentina,-58.227,-34.704,Air Europa,Spain,10102
Barajas,Madrid,Spain,-3.278,40.822,Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Air Europa,Spain,9465
Barajas,Madrid,Spain,-3.278,40.822,Son Sant Joan,Palma de Mallorca,Spain,3.212,39.922,Air Europa,Spain,558
Barajas,Madrid,Spain,-3.278,40.822,Valencia,Valencia,Spain,-0.137,39.815,Air Europa,Spain,288
Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,C P A Carlos Rovirosa Intl,Villahermosa,Mexico,-92.696,18.661,Air Europa,Spain,616
Asturias,Aviles,Spain,-5.392,43.939,Barcelona,Barcelona,Spain,2.13,41.495,Air Europa,Spain,671
Son Sant Joan,Palma de Mallorca,Spain,3.212,39.922,Orly,Paris,France,2.599,49.208,Air Europa,Spain,1033
Santiago,Santiago,Spain,-8.026,43.493,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Air Europa,Spain,1867
Sevilla,Sevilla,Spain,-5.822,37.696,Barcelona,Barcelona,Spain,2.13,41.495,Air Europa,Spain,801
Tenerife Norte,Tenerife,Spain,-15.903,28.804,Simon Bolivar Intl,Caracas,Venezuela,-66.985,11.005,Air Europa,Spain,5646
Vigo,Vigo,Spain,-8.378,42.386,Barcelona,Barcelona,Spain,2.13,41.495,Air Europa,Spain,874
Zaragoza Ab,Zaragoza,Spain,-0.403,42.11,Son Sant Joan,Palma de Mallorca,Spain,3.212,39.922,Air Europa,Spain,388
Simon Bolivar Intl,Caracas,Venezuela,-66.985,11.005,Damascus Intl,Damascus,Syria,36.857,33.684,Conviasa,Venezuela,10578
Simon Bolivar Intl,Caracas,Venezuela,-66.985,11.005,Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela,-63.946,11.521,Conviasa,Venezuela,336
Ministro Pistarini,Buenos Aires,Argentina,-58.227,-34.704,Simon Bolivar Intl,Caracas,Venezuela,-66.985,11.005,Conviasa,Venezuela,5165
La Chinita Intl,Maracaibo,Venezuela,-71.547,10.93,Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela,-63.946,11.521,Conviasa,Venezuela,831
Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela,-63.946,11.521,General Manuel Carlos Piar,Guayana,Venezuela,-62.601,8.48,Conviasa,Venezuela,368
Mayor Buenaventura Vivas,Santo Domingo,Venezuela,-71.392,7.941,Simon Bolivar Intl,Caracas,Venezuela,-66.985,11.005,Conviasa,Venezuela,591
Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,-79.588,26.12,Louisville International Airport,Louisville,United States,-85.561,38.29,Karat,Russia,1464
Raleigh Durham Intl,Raleigh-durham,United States,-78.646,36.462,Grand Bahama Intl,Freeport,Bahamas,-78.493,26.931,Karat,Russia,1059
Bergamo Orio Al Serio,Bergamo,Italy,10.173,46.123,Traian Vuia,Timisoara,Romania,21.563,46.349,Carpatair,Romania,875
Chernivtsi International Airport,Chernovtsk,Ukraine,26.634,48.432,Traian Vuia,Timisoara,Romania,21.563,46.349,Carpatair,Romania,446
Lviv Intl,Lvov,Ukraine,24.593,50.354,Traian Vuia,Timisoara,Romania,21.563,46.349,Carpatair,Romania,498
Traian Vuia,Timisoara,Romania,21.563,46.349,Bologna,Bologna,Italy,11.481,44.892,Carpatair,Romania,800
Traian Vuia,Timisoara,Romania,21.563,46.349,Iasi,Iasi,Romania,28.034,47.297,Carpatair,Romania,503
Traian Vuia,Timisoara,Romania,21.563,46.349,Villafranca,Villafranca,Italy,11.48,45.659,Carpatair,Romania,781
Nueva Loja Airport,Lago Agrio,Ecuador,-76.78,0.155,Mariscal Sucre Intl,Quito,Ecuador,-78.148,0.431,VIP Ecuador,Ecuador,155
Queen Alia Intl,Amman,Jordan,36.655,32.204,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,55.085,24.721,V Australia Airlines,Australia,1980
Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,55.085,24.721,Sydney Intl,Sydney,Australia,151.295,-33.911,V Australia Airlines,Australia,12048
Dusseldorf,Duesseldorf,Germany,7.277,51.482,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,55.085,24.721,V Australia Airlines,Australia,5003
Melbourne Intl,Melbourne,Australia,145.405,-37.456,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,V Australia Airlines,Australia,12768
Sydney Intl,Sydney,Australia,151.295,-33.911,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,V Australia Airlines,Australia,12115
Culiacan Intl,Culiacan,Mexico,-107.125,25.274,Don Miguel Hidalgo Y Costilla Intl,Guadalajara,Mexico,-102.852,20.869,Birmingham European,United Kingdom,656
General R Fierro Villalobos Intl,Chihuahua,Mexico,-105.941,29.171,General Mariano Escobedo Intl,Monterrey,Mexico,-99.512,26.297,Birmingham European,United Kingdom,708
Don Miguel Hidalgo Y Costilla Intl,Guadalajara,Mexico,-102.852,20.869,Los Cabos Intl,San Jose Del Cabo,Mexico,-109.536,23.253,Birmingham European,United Kingdom,737
General Manuel Marquez De Leon Intl,La Paz,Mexico,-109.938,24.121,Culiacan Intl,Culiacan,Mexico,-107.125,25.274,Birmingham European,United Kingdom,311
Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,Don Miguel Hidalgo Y Costilla Intl,Guadalajara,Mexico,-102.852,20.869,Birmingham European,United Kingdom,475
Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,Angel Albino Corzo,Tuxtla Gutierrez,Mexico,-92.377,16.936,Birmingham European,United Kingdom,712
General Mariano Escobedo Intl,Monterrey,Mexico,-99.512,26.297,Guanajuato Intl,Del Bajio,Mexico,-101.135,21.655,Birmingham European,United Kingdom,541
General Mariano Escobedo Intl,Monterrey,Mexico,-99.512,26.297,Mc Carran Intl,Las Vegas,United States,-114.588,36.133,Birmingham European,United Kingdom,1799
General Mariano Escobedo Intl,Monterrey,Mexico,-99.512,26.297,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,-104.757,21.133,Birmingham European,United Kingdom,783
General Rafael Buelna Intl,Mazatlan,Mexico,-105.777,23.268,General Mariano Escobedo Intl,Monterrey,Mexico,-99.512,26.297,Birmingham European,United Kingdom,716
Los Cabos Intl,San Jose Del Cabo,Mexico,-109.536,23.253,Don Miguel Hidalgo Y Costilla Intl,Guadalajara,Mexico,-102.852,20.869,Birmingham European,United Kingdom,737
Torreon Intl,Torreon,Mexico,-103.018,25.947,Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,Birmingham European,United Kingdom,834
Brisbane Intl,Brisbane,Australia,153.195,-26.974,Bali Ngurah Rai,Denpasar,Indonesia,115.278,-8.581,Strategic Airlines,Australia,4479
Honolulu Intl,Honolulu,United States,-157.871,21.531,Brisbane Intl,Brisbane,Australia,153.195,-26.974,Strategic Airlines,Australia,7536
Polonia,Medan,Indonesia,99.119,3.93,Changi Intl,Singapore,Singapore,104.657,1.583,Valuair,Singapore,668
Simon Bolivar Intl,Caracas,Venezuela,-66.985,11.005,La Chinita Intl,Maracaibo,Venezuela,-71.547,10.93,Virgin Pacific,Fiji,498
Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,-3.878,5.435,Kotoka Intl,Accra,Ghana,0.388,6.008,Virgin Nigeria Airways,Nigeria,476
Kotoka Intl,Accra,Ghana,0.388,6.008,Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,-3.878,5.435,Virgin Nigeria Airways,Nigeria,476
Banjul Intl,Banjul,Gambia,-16.421,13.563,Leopold Sedar Senghor Intl,Dakar,Senegal,-17.151,15.232,Virgin Nigeria Airways,Nigeria,201
Douala,Douala,Cameroon,10.199,4.01,Maya Maya,Brazzaville,Congo (Kinshasa),15.421,-3.753,Virgin Nigeria Airways,Nigeria,1040
Mallam Aminu Intl,Kano,Nigeria,8.874,12.079,Nnamdi Azikiwe Intl,Abuja,Nigeria,7.438,9.011,Virgin Nigeria Airways,Nigeria,375
Murtala Muhammed,Lagos,Nigeria,3.535,6.962,Enugu,Enugu,Nigeria,7.936,6.79,Virgin Nigeria Airways,Nigeria,486
Monrovia Roberts Intl,Monrovia,Liberia,-9.938,6.389,Kotoka Intl,Accra,Ghana,0.388,6.008,Virgin Nigeria Airways,Nigeria,1142
Buon Ma Thuot Airport,Buonmethuot,Vietnam,108.2,13.113,Danang Intl,Danang,Vietnam,108.332,16.073,Vietnam Airlines,Vietnam,329
Soekarno Hatta Intl,Jakarta,Indonesia,107.093,-5.543,Changi Intl,Singapore,Singapore,104.657,1.583,Vietnam Airlines,Vietnam,837
Dien Bien Phu Airport,Dienbienphu,Vietnam,103.013,21.662,Noibai Intl,Hanoi,Vietnam,106.345,21.368,Vietnam Airlines,Vietnam,346
Frankfurt Main,Frankfurt,Germany,8.905,50.044,Noibai Intl,Hanoi,Vietnam,106.345,21.368,Vietnam Airlines,Vietnam,8712
